Starting training with parameters:
Using CUDA device 0 - NVIDIA L20
Using save prefix "saved_models/model"
Training with SAM: lr=1e-05
	num_epochs: 30
	batch_size: 16
	module 1 weight: 1.0
	module 2 weight: 1.0
******************************** FOLD 0 ******************************
Loaded 1745 training pairs
Embedded successfully...
[1/30] training 6.4%: Loss=0.0480409, MSE=0.0480409, MAE=0.168816
[5/30] training 22.7%: Loss=0.0306104, MSE=0.0306104, MAE=0.134042
[5/30] training 29.1%: Loss=0.0307424, MSE=0.0307424, MAE=0.133554
[5/30] training 34.5%: Loss=0.0309561, MSE=0.0309561, MAE=0.135229
[5/30] training 40.0%: Loss=0.0313553, MSE=0.0313553, MAE=0.13718
[5/30] training 45.5%: Loss=0.0312978, MSE=0.0312978, MAE=0.136534
[5/30] training 51.8%: Loss=0.031754, MSE=0.031754, MAE=0.136964
[5/30] training 57.3%: Loss=0.031576, MSE=0.031576, MAE=0.136036
[5/30] training 62.7%: Loss=0.0316221, MSE=0.0316221, MAE=0.136832
[5/30] training 68.2%: Loss=0.0314391, MSE=0.0314391, MAE=0.136951
[5/30] training 74.5%: Loss=0.0317021, MSE=0.0317021, MAE=0.137581
[5/30] training 80.0%: Loss=0.0315358, MSE=0.0315358, MAE=0.13707
[5/30] training 85.5%: Loss=0.0315449, MSE=0.0315449, MAE=0.137485
[5/30] training 90.9%: Loss=0.0312867, MSE=0.0312867, MAE=0.13723
[5/30] training 97.3%: Loss=0.0308266, MSE=0.0308266, MAE=0.136029
-----------------------------------Finished Epoch 5/30: Loss=110.143, RMSE=1.40164, MAE=1.86464, r_2=-2.22372, p=0.470626
[6/30] training 6.4%: Loss=0.0289171, MSE=0.0289171, MAE=0.128905
[6/30] training 11.8%: Loss=0.0291089, MSE=0.0291089, MAE=0.131071
[6/30] training 17.3%: Loss=0.0282184, MSE=0.0282184, MAE=0.130693
[6/30] training 22.7%: Loss=0.0288787, MSE=0.0288787, MAE=0.133435
[6/30] training 29.1%: Loss=0.0294873, MSE=0.0294873, MAE=0.133724
[6/30] training 34.5%: Loss=0.0289031, MSE=0.0289031, MAE=0.132073
[6/30] training 40.0%: Loss=0.0293393, MSE=0.0293393, MAE=0.133083
[6/30] training 45.5%: Loss=0.0289584, MSE=0.0289584, MAE=0.13243
[6/30] training 51.8%: Loss=0.0284272, MSE=0.0284272, MAE=0.131576
[6/30] training 57.3%: Loss=0.0292756, MSE=0.0292756, MAE=0.133591
[6/30] training 62.7%: Loss=0.0295057, MSE=0.0295057, MAE=0.133316
[6/30] training 68.2%: Loss=0.0300738, MSE=0.0300738, MAE=0.134415
[6/30] training 74.5%: Loss=0.0300358, MSE=0.0300358, MAE=0.133967
[6/30] training 80.0%: Loss=0.0304096, MSE=0.0304096, MAE=0.134629
[6/30] training 85.5%: Loss=0.0304379, MSE=0.0304379, MAE=0.135076
[6/30] training 90.9%: Loss=0.0302584, MSE=0.0302584, MAE=0.135387
[6/30] training 97.3%: Loss=0.0305983, MSE=0.0305983, MAE=0.136014
-----------------------------------Finished Epoch 6/30: Loss=109.871, RMSE=1.38793, MAE=1.86616, r_2=-1.85914, p=0.478695
[7/30] training 6.4%: Loss=0.0301633, MSE=0.0301633, MAE=0.138357
[7/30] training 11.8%: Loss=0.0266035, MSE=0.0266035, MAE=0.130233
[7/30] training 17.3%: Loss=0.028093, MSE=0.028093, MAE=0.132595
[7/30] training 22.7%: Loss=0.028845, MSE=0.028845, MAE=0.132007
[7/30] training 29.1%: Loss=0.0280727, MSE=0.0280727, MAE=0.130002
[7/30] training 34.5%: Loss=0.0287167, MSE=0.0287167, MAE=0.13112
[7/30] training 40.0%: Loss=0.0286254, MSE=0.0286254, MAE=0.131199
[7/30] training 45.5%: Loss=0.0280258, MSE=0.0280258, MAE=0.129339
[7/30] training 51.8%: Loss=0.0280801, MSE=0.0280801, MAE=0.130111
[7/30] training 57.3%: Loss=0.0292244, MSE=0.0292244, MAE=0.132834
[7/30] training 62.7%: Loss=0.0297378, MSE=0.0297378, MAE=0.134293
[7/30] training 68.2%: Loss=0.0298535, MSE=0.0298535, MAE=0.134601
[7/30] training 74.5%: Loss=0.0298503, MSE=0.0298503, MAE=0.134383
[7/30] training 80.0%: Loss=0.0300249, MSE=0.0300249, MAE=0.135287
[7/30] training 85.5%: Loss=0.0297646, MSE=0.0297646, MAE=0.134524
[7/30] training 90.9%: Loss=0.0297808, MSE=0.0297808, MAE=0.134636
[7/30] training 97.3%: Loss=0.0296423, MSE=0.0296423, MAE=0.133989
-----------------------------------Finished Epoch 7/30: Loss=110.248, RMSE=1.40405, MAE=1.85807, r_2=-1.53318, p=0.481291
[8/30] training 6.4%: Loss=0.022584, MSE=0.022584, MAE=0.120066
[8/30] training 11.8%: Loss=0.0304364, MSE=0.0304364, MAE=0.135859
[8/30] training 17.3%: Loss=0.0284043, MSE=0.0284043, MAE=0.131679
[8/30] training 22.7%: Loss=0.0296071, MSE=0.0296071, MAE=0.133991
[8/30] training 29.1%: Loss=0.0278042, MSE=0.0278042, MAE=0.13011
[8/30] training 34.5%: Loss=0.0279637, MSE=0.0279637, MAE=0.130565
[8/30] training 40.0%: Loss=0.027853, MSE=0.027853, MAE=0.131454
[8/30] training 45.5%: Loss=0.0280238, MSE=0.0280238, MAE=0.131947
[8/30] training 51.8%: Loss=0.0293341, MSE=0.0293341, MAE=0.133034
[8/30] training 57.3%: Loss=0.0289272, MSE=0.0289272, MAE=0.132091
[8/30] training 62.7%: Loss=0.028776, MSE=0.028776, MAE=0.131749
[8/30] training 68.2%: Loss=0.0297364, MSE=0.0297364, MAE=0.133581
[8/30] training 74.5%: Loss=0.0296453, MSE=0.0296453, MAE=0.133323
[8/30] training 80.0%: Loss=0.0294822, MSE=0.0294822, MAE=0.132754
[8/30] training 85.5%: Loss=0.0291453, MSE=0.0291453, MAE=0.131754
[8/30] training 90.9%: Loss=0.0289001, MSE=0.0289001, MAE=0.131047
[8/30] training 97.3%: Loss=0.0286196, MSE=0.0286196, MAE=0.130934
-----------------------------------Finished Epoch 8/30: Loss=110.037, RMSE=1.37337, MAE=1.84132, r_2=-1.45154, p=0.495293
[9/30] training 6.4%: Loss=0.0330395, MSE=0.0330395, MAE=0.145179
[9/30] training 11.8%: Loss=0.0317495, MSE=0.0317495, MAE=0.135671
[9/30] training 17.3%: Loss=0.030869, MSE=0.030869, MAE=0.13395
[9/30] training 22.7%: Loss=0.0301382, MSE=0.0301382, MAE=0.136328
[9/30] training 29.1%: Loss=0.030904, MSE=0.030904, MAE=0.138657
[9/30] training 34.5%: Loss=0.0288393, MSE=0.0288393, MAE=0.133667
[9/30] training 40.0%: Loss=0.028593, MSE=0.028593, MAE=0.132906
[9/30] training 45.5%: Loss=0.0279739, MSE=0.0279739, MAE=0.131333
[9/30] training 51.8%: Loss=0.0282663, MSE=0.0282663, MAE=0.132123
[9/30] training 57.3%: Loss=0.027952, MSE=0.027952, MAE=0.131299
[9/30] training 62.7%: Loss=0.027499, MSE=0.027499, MAE=0.129301
[9/30] training 68.2%: Loss=0.0271821, MSE=0.0271821, MAE=0.128652
[9/30] training 74.5%: Loss=0.0278709, MSE=0.0278709, MAE=0.129568
[9/30] training 80.0%: Loss=0.0283096, MSE=0.0283096, MAE=0.129783
[9/30] training 85.5%: Loss=0.0280694, MSE=0.0280694, MAE=0.129554
[9/30] training 90.9%: Loss=0.0275516, MSE=0.0275516, MAE=0.128329
[9/30] training 97.3%: Loss=0.0272742, MSE=0.0272742, MAE=0.127569
-----------------------------------Finished Epoch 9/30: Loss=109.943, RMSE=1.36916, MAE=1.84002, r_2=-1.36656, p=0.499494
[10/30] training 6.4%: Loss=0.0278377, MSE=0.0278377, MAE=0.119701
[10/30] training 11.8%: Loss=0.0290219, MSE=0.0290219, MAE=0.12874
[10/30] training 17.3%: Loss=0.0271828, MSE=0.0271828, MAE=0.125123
[10/30] training 22.7%: Loss=0.0268263, MSE=0.0268263, MAE=0.124353
[10/30] training 29.1%: Loss=0.0278601, MSE=0.0278601, MAE=0.127283
[10/30] training 34.5%: Loss=0.0279462, MSE=0.0279462, MAE=0.127359
[10/30] training 40.0%: Loss=0.0270954, MSE=0.0270954, MAE=0.126266
[10/30] training 45.5%: Loss=0.0274642, MSE=0.0274642, MAE=0.127862
[10/30] training 51.8%: Loss=0.0276823, MSE=0.0276823, MAE=0.127981
[10/30] training 57.3%: Loss=0.0277782, MSE=0.0277782, MAE=0.128539
[10/30] training 62.7%: Loss=0.0277536, MSE=0.0277536, MAE=0.128372
[10/30] training 68.2%: Loss=0.0269452, MSE=0.0269452, MAE=0.126699
[10/30] training 74.5%: Loss=0.0274166, MSE=0.0274166, MAE=0.127296
[10/30] training 80.0%: Loss=0.0271129, MSE=0.0271129, MAE=0.126524
[10/30] training 85.5%: Loss=0.0271064, MSE=0.0271064, MAE=0.126413
[10/30] training 90.9%: Loss=0.027134, MSE=0.027134, MAE=0.126188
[10/30] training 97.3%: Loss=0.0273377, MSE=0.0273377, MAE=0.127001
-----------------------------------Finished Epoch 10/30: Loss=109.558, RMSE=1.36737, MAE=1.86341, r_2=-1.41653, p=0.503676
[11/30] training 6.4%: Loss=0.025568, MSE=0.025568, MAE=0.120995
[11/30] training 11.8%: Loss=0.0270067, MSE=0.0270067, MAE=0.12596
[11/30] training 17.3%: Loss=0.0267926, MSE=0.0267926, MAE=0.126792
[11/30] training 22.7%: Loss=0.0270665, MSE=0.0270665, MAE=0.126899
[11/30] training 29.1%: Loss=0.0276074, MSE=0.0276074, MAE=0.127329
[11/30] training 34.5%: Loss=0.0266523, MSE=0.0266523, MAE=0.124875
[11/30] training 40.0%: Loss=0.0260402, MSE=0.0260402, MAE=0.123761
[11/30] training 45.5%: Loss=0.0263063, MSE=0.0263063, MAE=0.124495
[11/30] training 51.8%: Loss=0.026103, MSE=0.026103, MAE=0.124885
[11/30] training 57.3%: Loss=0.0267286, MSE=0.0267286, MAE=0.125985
[11/30] training 62.7%: Loss=0.0268911, MSE=0.0268911, MAE=0.126142
[11/30] training 68.2%: Loss=0.0265656, MSE=0.0265656, MAE=0.125467
[11/30] training 74.5%: Loss=0.0264771, MSE=0.0264771, MAE=0.125848
[11/30] training 80.0%: Loss=0.0262861, MSE=0.0262861, MAE=0.125799
[11/30] training 85.5%: Loss=0.0267856, MSE=0.0267856, MAE=0.126723
[11/30] training 90.9%: Loss=0.0267522, MSE=0.0267522, MAE=0.126577
[11/30] training 97.3%: Loss=0.0267884, MSE=0.0267884, MAE=0.126503
-----------------------------------Finished Epoch 11/30: Loss=109.256, RMSE=1.35907, MAE=1.87704, r_2=-1.32013, p=0.523745
[12/30] training 6.4%: Loss=0.0227884, MSE=0.0227884, MAE=0.120347
[12/30] training 11.8%: Loss=0.0227706, MSE=0.0227706, MAE=0.117919
[12/30] training 17.3%: Loss=0.0216863, MSE=0.0216863, MAE=0.113856
[12/30] training 22.7%: Loss=0.0238144, MSE=0.0238144, MAE=0.120263
[12/30] training 29.1%: Loss=0.0244906, MSE=0.0244906, MAE=0.121959
[12/30] training 34.5%: Loss=0.0252612, MSE=0.0252612, MAE=0.123893
[12/30] training 40.0%: Loss=0.0251998, MSE=0.0251998, MAE=0.123925
[12/30] training 45.5%: Loss=0.0253076, MSE=0.0253076, MAE=0.124576
[12/30] training 51.8%: Loss=0.0260655, MSE=0.0260655, MAE=0.126773
[12/30] training 57.3%: Loss=0.0262959, MSE=0.0262959, MAE=0.126491
[12/30] training 62.7%: Loss=0.0265315, MSE=0.0265315, MAE=0.126389
[12/30] training 68.2%: Loss=0.0269617, MSE=0.0269617, MAE=0.127368
[12/30] training 74.5%: Loss=0.0268511, MSE=0.0268511, MAE=0.12681
[12/30] training 80.0%: Loss=0.0267493, MSE=0.0267493, MAE=0.126695
[12/30] training 85.5%: Loss=0.0266886, MSE=0.0266886, MAE=0.126333
[12/30] training 90.9%: Loss=0.0265002, MSE=0.0265002, MAE=0.126067
[12/30] training 97.3%: Loss=0.0262658, MSE=0.0262658, MAE=0.125046
-----------------------------------Finished Epoch 12/30: Loss=110.136, RMSE=1.35525, MAE=1.81634, r_2=-1.08083, p=0.516651
[13/30] training 6.4%: Loss=0.0233041, MSE=0.0233041, MAE=0.118976
[13/30] training 11.8%: Loss=0.0286959, MSE=0.0286959, MAE=0.134891
[13/30] training 17.3%: Loss=0.0268071, MSE=0.0268071, MAE=0.131765
[13/30] training 22.7%: Loss=0.0281952, MSE=0.0281952, MAE=0.135933
[13/30] training 29.1%: Loss=0.0274804, MSE=0.0274804, MAE=0.133265
[13/30] training 34.5%: Loss=0.0263257, MSE=0.0263257, MAE=0.128954
[13/30] training 40.0%: Loss=0.0271339, MSE=0.0271339, MAE=0.131024
[13/30] training 45.5%: Loss=0.027323, MSE=0.027323, MAE=0.131085
[13/30] training 51.8%: Loss=0.0273001, MSE=0.0273001, MAE=0.130117
[13/30] training 57.3%: Loss=0.0275402, MSE=0.0275402, MAE=0.129719
[13/30] training 62.7%: Loss=0.0271824, MSE=0.0271824, MAE=0.128701
[13/30] training 68.2%: Loss=0.0267657, MSE=0.0267657, MAE=0.127384
[13/30] training 74.5%: Loss=0.0264804, MSE=0.0264804, MAE=0.126563
[13/30] training 80.0%: Loss=0.0266858, MSE=0.0266858, MAE=0.127119
[13/30] training 85.5%: Loss=0.0267472, MSE=0.0267472, MAE=0.127265
[13/30] training 90.9%: Loss=0.0272925, MSE=0.0272925, MAE=0.128348
[13/30] training 97.3%: Loss=0.0276523, MSE=0.0276523, MAE=0.129068
-----------------------------------Finished Epoch 13/30: Loss=109.988, RMSE=1.35731, MAE=1.82113, r_2=-0.94462, p=0.518184
[14/30] training 6.4%: Loss=0.0265802, MSE=0.0265802, MAE=0.128181
[14/30] training 11.8%: Loss=0.0258379, MSE=0.0258379, MAE=0.125632
[14/30] training 17.3%: Loss=0.0264502, MSE=0.0264502, MAE=0.127702
[14/30] training 22.7%: Loss=0.0262259, MSE=0.0262259, MAE=0.1257
[14/30] training 29.1%: Loss=0.0252276, MSE=0.0252276, MAE=0.123711
[14/30] training 34.5%: Loss=0.0255386, MSE=0.0255386, MAE=0.123043
[14/30] training 40.0%: Loss=0.0252772, MSE=0.0252772, MAE=0.123049
[14/30] training 45.5%: Loss=0.0247572, MSE=0.0247572, MAE=0.122861
[14/30] training 51.8%: Loss=0.0253595, MSE=0.0253595, MAE=0.12366
[14/30] training 57.3%: Loss=0.0257992, MSE=0.0257992, MAE=0.1251
[14/30] training 62.7%: Loss=0.0255831, MSE=0.0255831, MAE=0.124374
[14/30] training 68.2%: Loss=0.0259021, MSE=0.0259021, MAE=0.124608
[14/30] training 74.5%: Loss=0.0261599, MSE=0.0261599, MAE=0.125051
[14/30] training 80.0%: Loss=0.0260711, MSE=0.0260711, MAE=0.124926
[14/30] training 85.5%: Loss=0.0258141, MSE=0.0258141, MAE=0.124356
[14/30] training 90.9%: Loss=0.0258719, MSE=0.0258719, MAE=0.124739
[14/30] training 97.3%: Loss=0.0260253, MSE=0.0260253, MAE=0.124945
-----------------------------------Finished Epoch 14/30: Loss=109.962, RMSE=1.34745, MAE=1.81716, r_2=-0.948666, p=0.521008
[15/30] training 6.4%: Loss=0.0272983, MSE=0.0272983, MAE=0.130242
[15/30] training 11.8%: Loss=0.0257647, MSE=0.0257647, MAE=0.124934
[15/30] training 17.3%: Loss=0.0258888, MSE=0.0258888, MAE=0.126008
[15/30] training 22.7%: Loss=0.0251001, MSE=0.0251001, MAE=0.123436
[15/30] training 29.1%: Loss=0.0244339, MSE=0.0244339, MAE=0.121816
[15/30] training 34.5%: Loss=0.02477, MSE=0.02477, MAE=0.121861
[15/30] training 40.0%: Loss=0.024664, MSE=0.024664, MAE=0.121276
[15/30] training 45.5%: Loss=0.0238858, MSE=0.0238858, MAE=0.119578
[15/30] training 51.8%: Loss=0.0247316, MSE=0.0247316, MAE=0.122146
[15/30] training 57.3%: Loss=0.0250962, MSE=0.0250962, MAE=0.121763
[15/30] training 62.7%: Loss=0.0249697, MSE=0.0249697, MAE=0.122061
[15/30] training 68.2%: Loss=0.0246096, MSE=0.0246096, MAE=0.121458
[15/30] training 74.5%: Loss=0.024953, MSE=0.024953, MAE=0.122351
[15/30] training 80.0%: Loss=0.0251168, MSE=0.0251168, MAE=0.122526
[15/30] training 85.5%: Loss=0.0251266, MSE=0.0251266, MAE=0.122327
[15/30] training 90.9%: Loss=0.0252619, MSE=0.0252619, MAE=0.122309
[15/30] training 97.3%: Loss=0.025691, MSE=0.025691, MAE=0.123491
-----------------------------------Finished Epoch 15/30: Loss=109.354, RMSE=1.32907, MAE=1.8437, r_2=-1.13388, p=0.537027
[16/30] training 6.4%: Loss=0.0294362, MSE=0.0294362, MAE=0.130377
[16/30] training 11.8%: Loss=0.0288047, MSE=0.0288047, MAE=0.131786
[16/30] training 17.3%: Loss=0.0263831, MSE=0.0263831, MAE=0.124983
[16/30] training 22.7%: Loss=0.0266758, MSE=0.0266758, MAE=0.125405
[16/30] training 29.1%: Loss=0.025116, MSE=0.025116, MAE=0.122286
[16/30] training 34.5%: Loss=0.0241278, MSE=0.0241278, MAE=0.119411
[16/30] training 40.0%: Loss=0.0249232, MSE=0.0249232, MAE=0.121315
[16/30] training 45.5%: Loss=0.0253388, MSE=0.0253388, MAE=0.122248
[16/30] training 51.8%: Loss=0.0244105, MSE=0.0244105, MAE=0.120301
[16/30] training 57.3%: Loss=0.024389, MSE=0.024389, MAE=0.120328
[16/30] training 62.7%: Loss=0.0245796, MSE=0.0245796, MAE=0.120628
[16/30] training 68.2%: Loss=0.0246905, MSE=0.0246905, MAE=0.119966
[16/30] training 74.5%: Loss=0.0245889, MSE=0.0245889, MAE=0.119886
[16/30] training 80.0%: Loss=0.0250147, MSE=0.0250147, MAE=0.121281
[16/30] training 85.5%: Loss=0.0252927, MSE=0.0252927, MAE=0.121776
[16/30] training 90.9%: Loss=0.0252726, MSE=0.0252726, MAE=0.121766
[16/30] training 97.3%: Loss=0.0253005, MSE=0.0253005, MAE=0.121921
-----------------------------------Finished Epoch 16/30: Loss=109.863, RMSE=1.32472, MAE=1.79517, r_2=-0.913941, p=0.537742
[17/30] training 6.4%: Loss=0.0229552, MSE=0.0229552, MAE=0.114908
[17/30] training 11.8%: Loss=0.0242196, MSE=0.0242196, MAE=0.120507
[17/30] training 17.3%: Loss=0.0244404, MSE=0.0244404, MAE=0.120638
[17/30] training 22.7%: Loss=0.0245317, MSE=0.0245317, MAE=0.120673
[17/30] training 29.1%: Loss=0.0245547, MSE=0.0245547, MAE=0.123131
[17/30] training 34.5%: Loss=0.024604, MSE=0.024604, MAE=0.123147
[17/30] training 40.0%: Loss=0.024916, MSE=0.024916, MAE=0.122622
[17/30] training 45.5%: Loss=0.0235539, MSE=0.0235539, MAE=0.11901
[17/30] training 51.8%: Loss=0.0238907, MSE=0.0238907, MAE=0.119296
[17/30] training 57.3%: Loss=0.0237339, MSE=0.0237339, MAE=0.119168
[17/30] training 62.7%: Loss=0.0239709, MSE=0.0239709, MAE=0.11925
[17/30] training 68.2%: Loss=0.0239718, MSE=0.0239718, MAE=0.119592
[17/30] training 74.5%: Loss=0.0239835, MSE=0.0239835, MAE=0.119801
[17/30] training 80.0%: Loss=0.024059, MSE=0.024059, MAE=0.119934
[17/30] training 85.5%: Loss=0.0238907, MSE=0.0238907, MAE=0.119372
[17/30] training 90.9%: Loss=0.023831, MSE=0.023831, MAE=0.119239
[17/30] training 97.3%: Loss=0.0243327, MSE=0.0243327, MAE=0.120286
-----------------------------------Finished Epoch 17/30: Loss=109.998, RMSE=1.32902, MAE=1.81177, r_2=-0.817803, p=0.526905
[18/30] training 6.4%: Loss=0.026434, MSE=0.026434, MAE=0.125653
[18/30] training 11.8%: Loss=0.0270899, MSE=0.0270899, MAE=0.126657
[18/30] training 17.3%: Loss=0.0272544, MSE=0.0272544, MAE=0.126547
[18/30] training 22.7%: Loss=0.0261234, MSE=0.0261234, MAE=0.122627
[18/30] training 29.1%: Loss=0.0244687, MSE=0.0244687, MAE=0.119052
[18/30] training 34.5%: Loss=0.0240982, MSE=0.0240982, MAE=0.119481
[18/30] training 40.0%: Loss=0.0237703, MSE=0.0237703, MAE=0.119534
[18/30] training 45.5%: Loss=0.0236914, MSE=0.0236914, MAE=0.120048
[18/30] training 51.8%: Loss=0.0238886, MSE=0.0238886, MAE=0.120255
[18/30] training 57.3%: Loss=0.0242155, MSE=0.0242155, MAE=0.120812
[18/30] training 62.7%: Loss=0.0241061, MSE=0.0241061, MAE=0.120422
[18/30] training 68.2%: Loss=0.0240258, MSE=0.0240258, MAE=0.119845
[18/30] training 74.5%: Loss=0.0237594, MSE=0.0237594, MAE=0.119239
[18/30] training 80.0%: Loss=0.0247453, MSE=0.0247453, MAE=0.12121
[18/30] training 85.5%: Loss=0.0248892, MSE=0.0248892, MAE=0.121172
[18/30] training 90.9%: Loss=0.0247807, MSE=0.0247807, MAE=0.121252
[18/30] training 97.3%: Loss=0.024319, MSE=0.024319, MAE=0.120096
-----------------------------------Finished Epoch 18/30: Loss=110.209, RMSE=1.34834, MAE=1.7825, r_2=-0.851177, p=0.542547
[19/30] training 6.4%: Loss=0.0199355, MSE=0.0199355, MAE=0.112236
[19/30] training 11.8%: Loss=0.0236531, MSE=0.0236531, MAE=0.117903
[19/30] training 17.3%: Loss=0.0247055, MSE=0.0247055, MAE=0.121209
[19/30] training 22.7%: Loss=0.0246951, MSE=0.0246951, MAE=0.121619
[19/30] training 29.1%: Loss=0.024228, MSE=0.024228, MAE=0.122095
[19/30] training 34.5%: Loss=0.023911, MSE=0.023911, MAE=0.120811
[19/30] training 40.0%: Loss=0.0242313, MSE=0.0242313, MAE=0.119612
[19/30] training 45.5%: Loss=0.023852, MSE=0.023852, MAE=0.119297
[19/30] training 51.8%: Loss=0.0240938, MSE=0.0240938, MAE=0.119176
[19/30] training 57.3%: Loss=0.0239085, MSE=0.0239085, MAE=0.118352
[19/30] training 62.7%: Loss=0.024833, MSE=0.024833, MAE=0.120217
[19/30] training 68.2%: Loss=0.0247025, MSE=0.0247025, MAE=0.119342
[19/30] training 74.5%: Loss=0.0244967, MSE=0.0244967, MAE=0.119432
[19/30] training 80.0%: Loss=0.0239416, MSE=0.0239416, MAE=0.118289
[19/30] training 85.5%: Loss=0.0238077, MSE=0.0238077, MAE=0.117944
[19/30] training 90.9%: Loss=0.0239134, MSE=0.0239134, MAE=0.118086
[19/30] training 97.3%: Loss=0.0238669, MSE=0.0238669, MAE=0.118032
-----------------------------------Finished Epoch 19/30: Loss=109.674, RMSE=1.32119, MAE=1.82434, r_2=-0.752903, p=0.532569
[20/30] training 6.4%: Loss=0.0237376, MSE=0.0237376, MAE=0.114438
[20/30] training 11.8%: Loss=0.0228799, MSE=0.0228799, MAE=0.116075
[20/30] training 17.3%: Loss=0.0230958, MSE=0.0230958, MAE=0.115784
[20/30] training 22.7%: Loss=0.0222273, MSE=0.0222273, MAE=0.113249
[20/30] training 29.1%: Loss=0.0230608, MSE=0.0230608, MAE=0.116326
[20/30] training 34.5%: Loss=0.0223261, MSE=0.0223261, MAE=0.113922
[20/30] training 40.0%: Loss=0.02261, MSE=0.02261, MAE=0.115309
[20/30] training 45.5%: Loss=0.0227093, MSE=0.0227093, MAE=0.116613
[20/30] training 51.8%: Loss=0.0233674, MSE=0.0233674, MAE=0.11801
[20/30] training 57.3%: Loss=0.0239356, MSE=0.0239356, MAE=0.119045
[20/30] training 62.7%: Loss=0.0243874, MSE=0.0243874, MAE=0.120089
[20/30] training 68.2%: Loss=0.0243877, MSE=0.0243877, MAE=0.120353
[20/30] training 74.5%: Loss=0.0239534, MSE=0.0239534, MAE=0.119218
[20/30] training 80.0%: Loss=0.0246063, MSE=0.0246063, MAE=0.121125
[20/30] training 85.5%: Loss=0.0242806, MSE=0.0242806, MAE=0.120384
[20/30] training 90.9%: Loss=0.0241717, MSE=0.0241717, MAE=0.120485
[20/30] training 97.3%: Loss=0.0241712, MSE=0.0241712, MAE=0.120335
-----------------------------------Finished Epoch 20/30: Loss=109.742, RMSE=1.30812, MAE=1.81215, r_2=-0.640606, p=0.53977
[21/30] training 6.4%: Loss=0.0195852, MSE=0.0195852, MAE=0.0993089
[21/30] training 11.8%: Loss=0.020742, MSE=0.020742, MAE=0.103668
[21/30] training 17.3%: Loss=0.0213057, MSE=0.0213057, MAE=0.105632
[21/30] training 22.7%: Loss=0.021997, MSE=0.021997, MAE=0.108425
[21/30] training 29.1%: Loss=0.0228329, MSE=0.0228329, MAE=0.111857
[21/30] training 34.5%: Loss=0.0225376, MSE=0.0225376, MAE=0.112198
[21/30] training 40.0%: Loss=0.0223299, MSE=0.0223299, MAE=0.112809
[21/30] training 45.5%: Loss=0.0244363, MSE=0.0244363, MAE=0.117596
[21/30] training 51.8%: Loss=0.0244715, MSE=0.0244715, MAE=0.118036
[21/30] training 57.3%: Loss=0.0243043, MSE=0.0243043, MAE=0.117918
[21/30] training 62.7%: Loss=0.0244277, MSE=0.0244277, MAE=0.118128
[21/30] training 68.2%: Loss=0.0243116, MSE=0.0243116, MAE=0.11834
[21/30] training 74.5%: Loss=0.0235486, MSE=0.0235486, MAE=0.11676
[21/30] training 80.0%: Loss=0.0238498, MSE=0.0238498, MAE=0.117456
[21/30] training 85.5%: Loss=0.0239709, MSE=0.0239709, MAE=0.117327
[21/30] training 90.9%: Loss=0.0235842, MSE=0.0235842, MAE=0.116641
[21/30] training 97.3%: Loss=0.0234401, MSE=0.0234401, MAE=0.116212
-----------------------------------Finished Epoch 21/30: Loss=109.398, RMSE=1.32826, MAE=1.84465, r_2=-0.767358, p=0.538892
[22/30] training 6.4%: Loss=0.0231337, MSE=0.0231337, MAE=0.116587
[22/30] training 11.8%: Loss=0.0266514, MSE=0.0266514, MAE=0.124269
[22/30] training 17.3%: Loss=0.0257895, MSE=0.0257895, MAE=0.12257
[22/30] training 22.7%: Loss=0.0267759, MSE=0.0267759, MAE=0.124249
[22/30] training 29.1%: Loss=0.0256259, MSE=0.0256259, MAE=0.121817
[22/30] training 34.5%: Loss=0.0260149, MSE=0.0260149, MAE=0.120765
[22/30] training 40.0%: Loss=0.0263596, MSE=0.0263596, MAE=0.121189
